Durations,Credit history,Credit_Purpose,Credit amount,Installment_Rate_Percent,Other debtors / guarantors,Residence_Years,Property,Age in years,Other_Inst_Plans,Housing,Num_Existing_Credits,Job,Liable_People,Telephone,Foreign worker,Checking_Account_Status,Gender,Status,Years_Employments,Saving_Status
36,existing paid,radio/tv,2671,4,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,100-500
18,existing paid,radio/tv,2051,4,none,1,real estate,33,none,own,1,skilled,1,none,yes,good,male,single,less than 1 year,less than 100
15,existing paid,used car,1300,4,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good,male,single,7 or more years,no savings
12,existing paid,domestic appliance,741,4,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad,female,div/dep/mar,unemployed,100-500
10,existing paid,new car,1240,1,none,4,no known property,48,none,for free,1,unskilled_resident,2,none,yes,bad,female,div/dep/mar,7 or more years,100-500
21,existing paid,radio/tv,3357,4,none,2,car,29,bank,own,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,more than 1000
24,all paid,used car,3632,1,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good,female,div/dep/mar,1-3 years,less than 100
18,delayed previously,furniture/equipment,1808,4,none,1,real estate,22,none,own,1,skilled,1,none,yes,bad,female,div/dep/mar,4-6 years,less than 100
48,no credits/all paid,business,12204,2,none,2,car,48,bank,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,1-3 years,no savings
60,delayed previously,radio/tv,9157,2,none,2,no known property,27,none,for free,1,high_qualif_self_emp_mgmt,1,none,yes,good,male,single,1-3 years,no savings
6,critical/other existing credit,new car,3676,1,none,3,real estate,37,none,rent,3,skilled,2,none,yes,good,male,single,1-3 years,less than 100
30,existing paid,furniture/equipment,3441,2,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,100-500
12,existing paid,new car,640,4,none,2,real estate,49,none,own,1,unskilled_resident,1,none,yes,good,male,div/sep,1-3 years,less than 100
21,critical/other existing credit,business,3652,2,none,3,life insurance,27,none,own,2,skilled,1,none,yes,good,male,single,4-6 years,less than 100
18,critical/other existing credit,new car,1530,3,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
48,existing paid,business,3914,4,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad,male,div/sep,1-3 years,no savings
12,existing paid,furniture/equipment,1858,4,none,1,car,22,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
18,existing paid,radio/tv,2600,4,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
15,existing paid,radio/tv,1979,4,none,2,car,35,none,own,1,skilled,1,none,yes,good,male,single,7 or more years,no savings
6,existing paid,furniture/equipment,2116,2,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good,male,single,1-3 years,less than 100
9,all paid,new car,1437,2,none,3,no known property,29,none,own,1,skilled,1,none,yes,bad,male,single,4-6 years,100-500
42,critical/other existing credit,furniture/equipment,4042,4,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good,male,single,1-3 years,500-1000
9,existing paid,education,3832,1,none,4,real estate,64,none,own,1,unskilled_resident,1,none,yes,good,male,single,7 or more years,no savings
24,existing paid,radio/tv,3660,2,none,4,car,28,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
18,all paid,furniture/equipment,1553,4,none,3,car,44,bank,own,1,skilled,1,none,yes,bad,male,single,1-3 years,less than 100
15,existing paid,radio/tv,1444,4,none,1,life insurance,23,none,own,1,skilled,1,none,yes,good,male,single,less than 1 year,no savings
9,existing paid,furniture/equipment,1980,2,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
24,existing paid,new car,1355,3,none,4,car,25,none,own,1,unskilled_resident,1,yes,yes,bad,female,div/dep/mar,less than 1 year,less than 100
12,existing paid,education,1393,4,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good,male,single,7 or more years,less than 100
24,existing paid,radio/tv,1376,4,none,1,car,28,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,4-6 years,500-1000
60,delayed previously,radio/tv,15653,2,none,4,car,21,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,less than 100
12,existing paid,radio/tv,1493,4,none,3,car,34,none,own,1,skilled,2,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
42,delayed previously,radio/tv,4370,3,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad,male,single,4-6 years,less than 100
18,existing paid,education,750,4,none,1,real estate,27,none,own,1,unemp_unskilled_non_res,1,none,yes,bad,female,div/dep/mar,unemployed,less than 100
15,existing paid,repairs,1308,4,none,4,car,38,none,own,2,unskilled_resident,1,none,yes,good,male,single,7 or more years,less than 100
15,existing paid,education,4623,3,none,2,life insurance,40,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,1-3 years,100-500
24,critical/other existing credit,radio/tv,1851,4,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good,male,mar/wid,4-6 years,less than 100
18,critical/other existing credit,radio/tv,1880,4,none,1,life insurance,32,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,mar/wid,4-6 years,less than 100
36,delayed previously,business,7980,4,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad,male,single,less than 1 year,no savings
30,no credits/all paid,furniture/equipment,4583,2,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good,male,div/sep,1-3 years,less than 100
12,existing paid,new car,1386,2,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,500-1000
24,existing paid,new car,947,4,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad,male,single,4-6 years,less than 100
12,existing paid,education,684,4,none,4,car,40,none,rent,1,unskilled_resident,2,none,yes,bad,male,single,1-3 years,less than 100
48,existing paid,education,7476,4,none,1,no known property,50,none,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,4-6 years,less than 100
12,existing paid,furniture/equipment,1922,4,none,2,life insurance,37,none,own,1,unskilled_resident,1,none,yes,bad,male,single,1-3 years,less than 100
24,existing paid,new car,2303,4,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad,male,single,7 or more years,less than 100
36,delayed previously,new car,8086,2,none,4,car,42,none,own,4,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,7 or more years,100-500
24,critical/other existing credit,used car,2346,4,none,3,car,35,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,less than 100
14,existing paid,new car,3973,1,none,4,no known property,22,none,for free,1,skilled,1,none,yes,good,male,single,unemployed,less than 100
12,existing paid,new car,888,4,none,4,car,41,bank,own,1,unskilled_resident,2,none,yes,bad,male,single,7 or more years,less than 100
48,existing paid,radio/tv,10222,4,none,3,car,37,stores,own,1,skilled,1,yes,yes,good,male,single,4-6 years,no savings
30,no credits/all paid,business,4221,2,none,1,car,28,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
18,critical/other existing credit,furniture/equipment,6361,2,none,1,no known property,41,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,less than 100
12,existing paid,radio/tv,1297,3,none,4,real estate,23,none,rent,1,skilled,1,none,yes,good,male,mar/wid,1-3 years,less than 100
12,existing paid,new car,900,4,none,2,car,23,none,own,1,skilled,1,none,yes,bad,male,mar/wid,1-3 years,no savings
21,existing paid,furniture/equipment,2241,4,none,2,real estate,50,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,less than 100
6,delayed previously,furniture/equipment,1050,4,none,1,life insurance,35,stores,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,less than 100
6,critical/other existing credit,education,1047,2,none,4,life insurance,50,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
24,critical/other existing credit,other,6314,4,co applicant,2,no known property,27,bank,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,less than 100
30,all paid,furniture/equipment,3496,4,none,2,car,34,stores,own,1,skilled,2,yes,yes,good,male,single,1-3 years,more than 1000
48,all paid,business,3609,1,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good,female,div/dep/mar,1-3 years,less than 100
12,critical/other existing credit,new car,4843,3,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,bad,male,single,7 or more years,less than 100
30,critical/other existing credit,radio/tv,3017,4,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good,male,single,7 or more years,less than 100
24,critical/other existing credit,business,4139,3,none,3,life insurance,27,none,own,2,unskilled_resident,1,yes,yes,good,male,single,1-3 years,100-500
36,existing paid,business,5742,2,none,2,car,31,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,100-500
60,existing paid,new car,10366,2,none,4,life insurance,42,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,less than 100
6,critical/other existing credit,new car,2080,1,none,2,car,24,none,own,1,skilled,1,none,yes,good,male,mar/wid,1-3 years,500-1000
21,delayed previously,business,2580,4,none,2,real estate,41,bank,own,1,unskilled_resident,2,none,yes,bad,male,single,less than 1 year,500-1000
30,critical/other existing credit,radio/tv,4530,4,none,4,car,26,none,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,good,female,div/dep/mar,4-6 years,less than 100
24,critical/other existing credit,furniture/equipment,5150,4,none,4,car,33,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,less than 100
72,existing paid,radio/tv,5595,2,none,2,car,24,none,own,1,skilled,1,none,yes,bad,male,mar/wid,1-3 years,100-500
24,existing paid,radio/tv,2384,4,none,4,real estate,64,bank,rent,1,unskilled_resident,1,none,yes,good,male,single,7 or more years,less than 100
18,existing paid,radio/tv,1453,3,none,1,real estate,26,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
6,existing paid,education,1538,1,none,2,no known property,56,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
12,existing paid,radio/tv,2279,4,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good,male,single,1-3 years,no savings
15,delayed previously,radio/tv,1478,4,none,3,real estate,33,bank,own,2,skilled,1,none,yes,good,male,mar/wid,1-3 years,less than 100
24,critical/other existing credit,radio/tv,5103,3,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good,male,mar/wid,less than 1 year,less than 100
36,delayed previously,business,9857,1,none,3,life insurance,31,none,own,2,unskilled_resident,2,yes,yes,good,male,single,4-6 years,100-500
60,existing paid,new car,6527,4,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,good,male,single,1-3 years,no savings
10,critical/other existing credit,radio/tv,1347,4,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,no savings
36,delayed previously,new car,2862,4,none,3,no known property,30,none,for free,1,skilled,1,none,yes,good,male,single,7 or more years,100-500
9,existing paid,radio/tv,2753,3,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,100-500
12,existing paid,new car,3651,1,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good,male,single,1-3 years,more than 1000
15,critical/other existing credit,furniture/equipment,975,2,none,3,life insurance,25,none,own,2,skilled,1,none,yes,good,male,div/sep,1-3 years,less than 100
15,existing paid,repairs,2631,3,none,2,real estate,25,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,100-500
24,existing paid,radio/tv,2896,2,none,1,car,29,none,own,1,skilled,1,none,yes,good,male,single,less than 1 year,100-500
6,critical/other existing credit,new car,4716,1,none,3,real estate,44,none,own,2,unskilled_resident,2,none,yes,good,male,single,less than 1 year,no savings
24,existing paid,radio/tv,2284,4,none,2,car,28,none,own,1,skilled,1,yes,yes,good,male,single,4-6 years,less than 100
6,existing paid,used car,1236,2,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,good,male,single,1-3 years,500-1000
12,existing paid,radio/tv,1103,4,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,good,male,single,4-6 years,less than 100
12,critical/other existing credit,new car,926,1,none,2,life insurance,38,none,own,1,unemp_unskilled_non_res,1,none,yes,good,female,div/dep/mar,unemployed,less than 100
18,critical/other existing credit,radio/tv,1800,4,none,2,car,24,none,own,2,skilled,1,none,yes,good,male,single,1-3 years,less than 100
15,existing paid,education,1905,4,none,4,car,40,none,rent,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,less than 100
12,existing paid,furniture/equipment,1123,4,none,4,car,29,none,rent,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,1-3 years,500-1000
48,critical/other existing credit,used car,6331,4,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,bad,male,single,7 or more years,less than 100
24,existing paid,radio/tv,1377,4,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,good,female,div/dep/mar,7 or more years,100-500
30,delayed previously,business,2503,4,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,good,male,single,7 or more years,100-500
27,existing paid,business,2528,4,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,good,female,div/dep/mar,less than 1 year,less than 100
15,existing paid,new car,5324,1,none,4,no known property,35,none,for free,1,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,500-1000
48,existing paid,new car,6560,3,none,2,life insurance,24,none,own,1,skilled,1,none,yes,bad,male,single,4-6 years,100-500
12,no credits/all paid,furniture/equipment,2969,4,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
9,existing paid,radio/tv,1206,4,none,4,real estate,25,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,less than 100
9,existing paid,radio/tv,2118,2,none,2,real estate,37,none,own,1,unskilled_resident,2,none,yes,good,male,single,1-3 years,less than 100
18,critical/other existing credit,radio/tv,629,4,none,3,life insurance,32,bank,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,500-1000
6,all paid,education,1198,4,none,4,no known property,35,none,for free,1,skilled,1,none,yes,bad,female,div/dep/mar,7 or more years,less than 100
21,existing paid,used car,2476,4,none,4,real estate,46,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,no savings
9,critical/other existing credit,radio/tv,1138,4,none,4,real estate,25,none,own,2,unskilled_resident,1,none,yes,good,male,single,1-3 years,less than 100
60,existing paid,new car,14027,4,none,2,no known property,27,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,4-6 years,less than 100
30,critical/other existing credit,used car,7596,1,none,4,car,63,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
30,critical/other existing credit,radio/tv,3077,3,none,2,car,40,none,own,2,skilled,2,yes,yes,good,male,single,7 or more years,no savings
18,existing paid,radio/tv,1505,4,none,2,no known property,32,none,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,1-3 years,less than 100
24,critical/other existing credit,radio/tv,3148,3,none,2,car,31,none,own,2,skilled,1,yes,yes,good,male,single,1-3 years,no savings
20,no credits/all paid,used car,6148,3,none,4,car,31,bank,own,2,skilled,1,yes,yes,good,male,mar/wid,7 or more years,100-500
9,no credits/all paid,radio/tv,1337,4,none,2,car,34,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,less than 1 year,less than 100
6,all paid,education,433,4,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad,female,div/dep/mar,less than 1 year,more than 1000
12,existing paid,new car,1228,4,none,2,real estate,24,none,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
9,existing paid,radio/tv,790,4,none,3,real estate,66,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,500-1000
27,existing paid,new car,2570,3,none,3,real estate,21,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
6,critical/other existing credit,new car,250,2,none,2,real estate,41,bank,own,2,unskilled_resident,1,none,yes,good,female,div/dep/mar,1-3 years,more than 1000
15,critical/other existing credit,radio/tv,1316,2,none,2,life insurance,47,none,own,2,unskilled_resident,1,none,yes,good,male,mar/wid,1-3 years,500-1000
18,existing paid,radio/tv,1882,4,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
48,all paid,business,6416,4,none,3,no known property,59,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,7 or more years,less than 100
24,critical/other existing credit,business,1275,2,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good,male,div/sep,1-3 years,more than 1000
24,delayed previously,radio/tv,6403,1,none,2,car,33,none,own,1,skilled,1,none,yes,good,male,single,less than 1 year,less than 100
24,existing paid,radio/tv,1987,2,none,4,real estate,21,none,rent,1,unskilled_resident,2,none,yes,bad,male,single,1-3 years,less than 100
8,existing paid,radio/tv,760,4,guarantor,2,real estate,44,none,own,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,4-6 years,less than 100
24,existing paid,used car,2603,2,none,4,car,28,none,rent,1,skilled,1,yes,yes,good,female,div/dep/mar,1-3 years,more than 1000
4,critical/other existing credit,new car,3380,1,none,1,real estate,37,none,own,1,skilled,2,none,yes,good,female,div/dep/mar,4-6 years,less than 100
36,all paid,domestic appliance,3990,3,none,2,no known property,29,bank,own,1,unemp_unskilled_non_res,1,none,yes,good,female,div/dep/mar,less than 1 year,no savings
24,existing paid,used car,11560,1,none,4,car,23,none,rent,2,high_qualif_self_emp_mgmt,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
18,existing paid,new car,4380,3,none,4,car,35,none,own,1,unskilled_resident,2,yes,yes,good,male,single,1-3 years,100-500
6,critical/other existing credit,new car,6761,1,none,3,no known property,45,none,own,2,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,4-6 years,less than 100
30,no credits/all paid,business,4280,4,none,4,car,26,none,rent,2,unskilled_resident,1,none,yes,bad,female,div/dep/mar,1-3 years,100-500
24,all paid,new car,2325,2,none,3,car,32,bank,own,1,skilled,1,none,yes,good,male,single,4-6 years,100-500
10,all paid,radio/tv,1048,4,none,4,real estate,23,stores,own,1,unskilled_resident,1,none,yes,good,male,single,1-3 years,less than 100
21,existing paid,radio/tv,3160,4,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,no savings
24,all paid,furniture/equipment,2483,4,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good,male,single,1-3 years,500-1000
39,critical/other existing credit,furniture/equipment,14179,4,none,4,life insurance,30,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,4-6 years,no savings
13,critical/other existing credit,business,1797,3,none,1,life insurance,28,bank,own,2,unskilled_resident,1,none,yes,good,male,single,less than 1 year,less than 100
15,existing paid,new car,2511,1,none,4,car,23,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,unemployed,less than 100
12,existing paid,new car,1274,3,none,1,real estate,37,none,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
21,existing paid,used car,5248,1,none,3,car,26,none,own,1,skilled,1,none,yes,good,male,single,1-3 years,no savings
15,existing paid,used car,3029,2,none,2,car,33,none,own,1,skilled,1,none,yes,good,male,single,4-6 years,less than 100
6,existing paid,furniture/equipment,428,2,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good,female,div/dep/mar,7 or more years,less than 100
18,existing paid,new car,976,1,none,2,car,23,none,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
12,existing paid,business,841,2,none,4,real estate,23,none,rent,1,unskilled_resident,1,none,yes,good,female,div/dep/mar,4-6 years,100-500
30,critical/other existing credit,radio/tv,5771,4,none,2,car,25,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,4-6 years,less than 100
12,delayed previously,repairs,1555,4,none,4,no known property,55,none,for free,2,skilled,2,none,yes,bad,male,single,7 or more years,more than 1000
24,existing paid,new car,1285,4,none,4,no known property,32,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,4-6 years,no savings
6,critical/other existing credit,new car,1299,1,none,1,real estate,74,none,own,3,unemp_unskilled_non_res,2,none,no,good,male,single,1-3 years,less than 100
15,critical/other existing credit,radio/tv,1271,3,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,bad,male,single,1-3 years,no savings
24,existing paid,new car,1393,2,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,good,male,single,1-3 years,less than 100
12,critical/other existing credit,new car,691,4,none,3,life insurance,35,none,own,2,skilled,1,none,yes,bad,male,single,7 or more years,less than 100
15,critical/other existing credit,new car,5045,1,none,4,car,59,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,7 or more years,no savings
18,critical/other existing credit,furniture/equipment,2124,4,none,4,real estate,24,none,rent,2,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,less than 100
12,existing paid,radio/tv,2214,4,none,3,life insurance,24,none,own,1,unskilled_resident,1,none,yes,good,male,single,1-3 years,less than 100
21,critical/other existing credit,new car,12680,4,none,4,no known property,30,none,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,bad,male,single,7 or more years,no savings
24,critical/other existing credit,new car,2463,4,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,good,male,mar/wid,4-6 years,100-500
12,existing paid,radio/tv,1155,3,guarantor,3,real estate,40,bank,own,2,unskilled_resident,1,none,yes,good,male,mar/wid,7 or more years,less than 100
30,existing paid,furniture/equipment,3108,2,none,4,life insurance,31,none,own,1,unskilled_resident,1,none,yes,bad,male,div/sep,less than 1 year,less than 100
10,existing paid,used car,2901,1,none,4,real estate,31,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,no savings
12,critical/other existing credit,furniture/equipment,3617,1,none,4,car,28,none,rent,3,skilled,1,yes,yes,good,male,single,7 or more years,less than 100
12,critical/other existing credit,radio/tv,1655,2,none,4,real estate,63,none,own,2,unskilled_resident,1,yes,yes,good,male,single,7 or more years,less than 100
24,existing paid,used car,2812,2,none,4,real estate,26,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,no savings
36,critical/other existing credit,education,8065,3,none,2,no known property,25,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,bad,female,div/dep/mar,1-3 years,less than 100
21,critical/other existing credit,used car,3275,1,none,4,car,36,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,less than 100
24,critical/other existing credit,radio/tv,2223,4,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,good,male,single,7 or more years,100-500
12,critical/other existing credit,new car,1480,2,none,4,no known property,66,bank,for free,3,unemp_unskilled_non_res,1,none,yes,good,male,single,unemployed,500-1000
24,existing paid,new car,1371,4,none,4,real estate,25,none,rent,1,skilled,1,none,yes,bad,female,div/dep/mar,1-3 years,no savings
36,critical/other existing credit,new car,3535,4,none,4,car,37,none,own,2,skilled,1,yes,yes,good,male,single,4-6 years,less than 100
18,existing paid,radio/tv,3509,4,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,good,female,div/dep/mar,4-6 years,less than 100
36,critical/other existing credit,used car,5711,4,none,2,car,38,none,own,2,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,7 or more years,more than 1000
18,existing paid,repairs,3872,2,none,4,car,67,none,own,1,skilled,1,yes,yes,good,female,div/dep/mar,unemployed,less than 100
39,critical/other existing credit,radio/tv,4933,2,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,bad,male,single,4-6 years,less than 100
24,critical/other existing credit,new car,1940,4,none,4,real estate,60,none,own,1,skilled,1,yes,yes,good,male,single,7 or more years,more than 1000
12,no credits/all paid,retraining,1410,2,none,2,real estate,31,none,own,1,unskilled_resident,1,yes,yes,good,male,single,1-3 years,less than 100
12,existing paid,new car,836,4,none,2,life insurance,23,bank,own,1,unskilled_resident,1,none,yes,bad,female,div/dep/mar,less than 1 year,100-500
20,existing paid,used car,6468,1,none,4,real estate,60,none,own,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,div/sep,unemployed,no savings
18,existing paid,business,1941,4,none,2,life insurance,35,none,own,1,unskilled_resident,1,yes,yes,good,male,single,1-3 years,more than 1000
22,existing paid,radio/tv,2675,3,none,4,car,40,none,own,1,skilled,1,none,yes,good,male,single,7 or more years,500-1000
48,critical/other existing credit,used car,2751,4,none,3,car,38,none,own,2,skilled,2,yes,yes,good,male,single,7 or more years,no savings
48,delayed previously,education,6224,4,none,4,no known property,50,none,for free,1,skilled,1,none,yes,bad,male,single,7 or more years,less than 100
40,critical/other existing credit,education,5998,4,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,bad,male,single,1-3 years,less than 100
21,existing paid,business,1188,2,none,4,life insurance,39,none,own,1,skilled,2,none,yes,bad,female,div/dep/mar,7 or more years,less than 100
24,existing paid,used car,6313,3,none,4,car,41,none,own,1,high_qualif_self_emp_mgmt,2,yes,yes,good,male,single,7 or more years,no savings
6,critical/other existing credit,furniture/equipment,1221,1,none,2,life insurance,27,none,own,2,skilled,1,none,yes,good,male,mar/wid,1-3 years,no savings
24,existing paid,furniture/equipment,2892,3,none,4,no known property,51,none,for free,1,skilled,1,none,yes,good,male,div/sep,7 or more years,less than 100
24,existing paid,furniture/equipment,3062,4,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,good,male,single,7 or more years,500-1000
9,existing paid,furniture/equipment,2301,2,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,good,female,div/dep/mar,less than 1 year,100-500
18,existing paid,used car,7511,1,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,bad,male,single,7 or more years,no savings
12,critical/other existing credit,furniture/equipment,1258,2,none,4,life insurance,22,none,rent,2,unskilled_resident,1,none,yes,good,female,div/dep/mar,less than 1 year,less than 100
24,delayed previously,new car,717,4,none,4,car,54,none,own,2,skilled,1,yes,yes,good,male,mar/wid,7 or more years,no savings
9,existing paid,new car,1549,4,none,2,real estate,35,none,own,1,unemp_unskilled_non_res,1,none,yes,good,male,single,less than 1 year,no savings
24,critical/other existing credit,education,1597,4,none,4,no known property,54,none,for free,2,skilled,2,none,yes,good,male,single,7 or more years,less than 100
18,critical/other existing credit,radio/tv,1795,3,guarantor,4,real estate,48,bank,rent,2,unskilled_resident,1,yes,yes,good,female,div/dep/mar,7 or more years,less than 100
20,critical/other existing credit,furniture/equipment,4272,1,none,4,life insurance,24,none,own,2,skilled,1,none,yes,good,female,div/dep/mar,7 or more years,less than 100
12,critical/other existing credit,radio/tv,976,4,none,4,car,35,none,own,2,skilled,1,none,yes,good,male,single,7 or more years,no savings
12,existing paid,new car,7472,1,none,2,real estate,24,none,rent,1,unemp_unskilled_non_res,1,none,yes,good,female,div/dep/mar,unemployed,no savings
36,existing paid,new car,9271,2,none,1,car,24,none,own,1,skilled,1,yes,yes,bad,male,single,4-6 years,less than 100
6,existing paid,radio/tv,590,3,none,3,real estate,26,none,own,1,unskilled_resident,1,none,no,good,male,mar/wid,less than 1 year,less than 100
12,critical/other existing credit,radio/tv,930,4,none,4,real estate,65,none,own,4,skilled,1,none,yes,good,male,single,7 or more years,no savings
42,all paid,used car,9283,1,none,2,no known property,55,bank,for free,1,high_qualif_self_emp_mgmt,1,yes,yes,good,male,single,unemployed,less than 100
15,no credits/all paid,new car,1778,2,none,1,real estate,26,none,rent,2,unemp_unskilled_non_res,1,none,yes,bad,female,div/dep/mar,less than 1 year,less than 100
8,existing paid,business,907,3,none,2,real estate,26,none,own,1,skilled,1,yes,yes,good,male,mar/wid,less than 1 year,less than 100
